번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
1,6급,가계02,명사,가계가 빠듯하다
2,6급,가까스로,부사,가까스로 살아남다
3,6급,가냘프다,형용사,몸이 가냘프다
4,6급,가누다,동사,몸을 가누다
5,6급,가늠,명사,가늠이 안 되다
6,6급,가다듬다,동사,마음을 가다듬다
7,6급,가담,명사,시위 가담
8,6급,가동,명사,기계 가동
9,6급,가뜩이나,부사,가뜩이나 힘든데
10,6급,가라앉히다,동사,찌꺼기를 가라앉히다
11,6급,가려내다,동사,불량품을 가려내다
12,6급,가령,부사,가령 비가 온다면
13,6급,가로지르다,동사,도로를 가로지르다
14,6급,가로채다,동사,돈을 가로채다
15,6급,가르침,명사,가르침을 받다
16,6급,가쁘다,형용사,숨이 가쁘다
17,6급,가상,명사,가상의 공간
18,6급,가설03,명사,가설을 세우다
19,6급,가세01,명사,시민들의 가세
20,6급,가속,명사,가속이 붙다
21,6급,가식적01∙ 가식적02,관형사∙ 명사,가식적 웃음
22,6급,가열,명사,급속 가열
23,6급,가엾다,형용사,아이가 가엾다
24,6급,가책,명사,양심의 가책
25,6급,가출,명사,가출 청소년
26,6급,가파르다,형용사,언덕이 가파르다
27,6급,가하다01,동사,박차를 가하다
28,6급,가혹00,명사,가혹 행위
29,6급,가훈,명사,가훈을 정하다
30,6급,가히,부사,가히 놀랄 만하다
31,6급,각02,명사,얼굴 각
32,6급,각계,명사,각계 대표
33,6급,각계각층,명사,사회 각계각층
34,6급,각기01/각기02,명사/부사,각기 다르다
35,6급,각도,명사,각도를 재다
36,6급,각박하다,형용사,세상이 각박하다
37,6급,각별하다,형용사,마음이 각별하다
38,6급,각별히,부사,각별히 생각하다
39,6급,각본,명사,각본을 쓰다
40,6급,각성,명사,각성을 촉구하다
41,6급,각양각색,명사,
42,6급,간과하다,동사,문제를 간과하다
43,6급,간담회,명사,간담회에 참여하다
44,6급,간략하다,형용사,설명이 간략하다
45,6급,간밤,명사,간밤에 꿈을 꾸다
46,6급,간부,명사,회사 간부
47,6급,간주01,명사,범죄자로 간주하다
48,6급,간첩,명사,간첩을 잡다
49,6급,갈래,명사,하위 갈래
50,6급,갈망,명사,자유를 갈망하다
51,6급,갈피,명사,갈피를 잡다
52,6급,감03,명사,감이 오다
53,6급,감격스럽다,형용사,감격스러운 순간
54,6급,감금,명사,감금을 당하다
55,6급,감당,명사,비용 감당
56,6급,감돌다,동사,긴장이 감돌다
57,6급,감량,명사,체중 감량
58,6급,감면,명사,학비 감면
59,6급,감명,명사,감명을 받다
60,6급,감소세00,명사,감소세를 보이다
61,6급,감수01,명사,고통 감수
62,6급,감수성,명사,감수성이 풍부하다
63,6급,감안,명사,현실을 감안하다
64,6급,감언이설,명사,
65,6급,감원,명사,근로자 감원
66,6급,감지,명사,감지 능력
67,6급,감쪽같이,부사,감쪽같이 사라지다
68,6급,감촉,명사,감촉이 부드럽다
69,6급,감축,명사,예산 감축
70,6급,감하다,동사,월급을 감하다
71,6급,감회,명사,감회가 새롭다
72,6급,값어치,명사,값어치가 떨어지다
73,6급,갓02,부사,갓 졸업하다
74,6급,강간,명사,강간을 당하다
75,6급,강세,명사,강세를 보이다
76,6급,강압,명사,강압을 받다
77,6급,강인하다,형용사,강인한 체력
78,6급,강점02,명사,강점을 살리다
79,6급,강제적01∙강제적02,관형사∙ 명사,강제적 조치
80,6급,강직하다,형용사,성품이 강직하다
81,6급,강행,명사,소송을 강행하다
82,6급,개관01,명사,박물관 개관
83,6급,개괄적01∙ 개괄적02,관형사∙ 명사,개괄적 설명
84,6급,개그,명사,개그 프로그램
85,6급,개량,명사,품종 개량
86,6급,개막,명사,올림픽 개막
87,6급,개별적01∙ 개별적02,관형사∙ 명사,개별적 관심
88,6급,개시02,명사,행동 개시
89,6급,개신교,명사,개신교를 믿다
90,6급,개운하다,형용사,몸이 개운하다
91,6급,개입,명사,정치적 개입
92,6급,개작,명사,원작 개작
93,6급,개정01,명사,헌법 개정
94,6급,개체,명사,개체가 모이다
95,6급,개편,명사,교과서 개편
96,6급,개표02,명사,개표 결과
97,6급,객지,명사,객지 생활
98,6급,거금01,명사,거금을 들이다
99,6급,거동,명사,거동이 불편하다
100,6급,거듭,부사,거듭 강조하다
101,6급,거듭나다,동사,새사람으로 거듭나다
102,6급,거뜬하다,형용사,거뜬한 일
103,6급,거론,명사,실명 거론
104,6급,거룩하다,형용사,말씀이 거룩하다
105,6급,거르다01,동사,불순물을 거르다
106,6급,거르다02,동사,끼니를 거르다
107,6급,거리낌,명사,거리낌이 없다
108,6급,거문고,명사,거문고를 뜯다
109,6급,거부감,명사,거부감이 들다
110,6급,거북하다,형용사,속이 거북하다
111,6급,거스르다01,동사,명령을 거스르다
112,6급,거슬리다,동사,눈에 거슬리다
113,6급,거시적01∙ 거시적02,관형사∙ 명사,거시적 관점
114,6급,거창하다,형용사,계획이 거창하다
115,6급,거처,명사,거처를 마련하다
116,6급,거침없이,부사,거침없이 말하다
117,6급,건립,명사,기념관 건립
118,6급,건방지다,형용사,행동이 건방지다
119,6급,건성01,명사,건성으로 대답하다
120,6급,건장하다,형용사,체격이 건장하다
121,6급,건전,명사,건전 가요
122,6급,걷잡다,동사,걷잡을 수 없다
123,6급,걸려들다,동사,덫에 걸려들다
124,6급,걸림돌,명사,걸림돌을 제거하다
125,6급,걸맞다,형용사,나이에 걸맞다
126,6급,걸작,명사,최고 걸작
127,6급,걸터앉다,동사,의자에 걸터앉다
128,6급,걸핏하면,부사,걸핏하면 화내다
129,6급,검거,명사,범인 검거
130,6급,검문,명사,검문에 걸리다
131,6급,검소,명사,검소한 태도
132,6급,검증,명사,이론 검증
133,6급,검찰,명사,검찰 수사
134,6급,게을리하다,동사,일을 게을리하다
135,6급,게재,명사,기사 게재
136,6급,겨냥,명사,과녁 겨냥
137,6급,겨누다,동사,총을 겨누다
138,6급,겨루다,동사,승부를 겨루다
139,6급,격리,명사,격리 치료
140,6급,격세지감,명사,
141,6급,격언,명사,격언을 인용하다
142,6급,격주,명사,격주로 나오다
143,6급,격차,명사,소득 격차
144,6급,견고하다,형용사,제품이 견고하다
145,6급,견과,명사,견과를 먹다
146,6급,견문,명사,견문을 넓히다
147,6급,견본,명사,견본 주택
148,6급,견제,명사,견제를 받다
149,6급,견주다,동사,실력을 견주다
150,6급,결단,명사,결단을 내리다
151,6급,결단력,명사,결단력이 부족하다
152,6급,결부00,명사,돈에 결부되다
153,6급,결산,명사,연말 결산
154,6급,결선,명사,결선에 진출하다
155,6급,결성,명사,팀 결성
156,6급,결속,명사,결속을 강화하다
157,6급,결승선,명사,결승선을 넘다
158,6급,결여,명사,객관성 결여
159,6급,결의01,명사,결의를 다지다
160,6급,결의02,명사,결의 사항
161,6급,결점,명사,결점을 보완하다
162,6급,결정짓다,동사,승패를 결정짓다
163,6급,결핍,명사,영양 결핍
164,6급,결함,명사,기계 결함
165,6급,겸허,명사,겸허한 태도
166,6급,경각심,명사,경각심을 일깨우다
167,6급,경건하다,형용사,마음이 경건하다
168,6급,경계02,명사,경계를 풀다
169,6급,경고문,명사,경고문을 붙이다
170,6급,경공업,명사,경공업 발전
171,6급,경관,명사,주변 경관
172,6급,경련,명사,경련이 일어나다
173,6급,경로02,명사,경로를 변경하다
174,6급,경매,명사,경매 가격
175,6급,경멸,명사,경멸의 시선
176,6급,경보01,명사,경보가 발령되다
177,6급,경사01,명사,경사가 가파르다
178,6급,경시,명사,생명 경시
179,6급,경악,명사,경악을 금치 못하다
180,6급,경연,명사,요리 경연
181,6급,경영진,명사,회사 경영진
182,6급,경유01,명사,경유 노선
183,6급,경이롭다,형용사,경이로운 광경
184,6급,경전,명사,불교 경전
185,6급,경제권01,명사,동북아 경제권
186,6급,경제성,명사,경제성이 떨어지다
187,6급,경지,명사,경지에 이르다
188,6급,경직,명사,근육 경직
189,6급,경청,명사,강의 경청
190,6급,곁눈질,명사,곁눈질로 보다
191,6급,곁들이다,동사,양념을 곁들이다
192,6급,-계01,접사,중국계
193,6급,계승,명사,왕위 계승
194,6급,계통,명사,호흡기 계통
195,6급,고가02,명사,고가로 팔다
196,6급,고갈01,명사,에너지 고갈
197,6급,고귀하다,형용사,신분이 고귀하다
198,6급,고기잡이,명사,고기잡이 어선
199,6급,고난,명사,고난을 극복하다
200,6급,고다,동사,사골을 고다
201,6급,고달프다,형용사,생활이 고달프다
202,6급,고되다,형용사,일이 고되다
203,6급,고령,명사,고령 사회
204,6급,고령화,명사,고령화 시대
205,6급,고루,부사,고루 나누다
206,6급,고립,명사,고립 상태
207,6급,고무신,명사,고무신을 신다
208,6급,고비,명사,고비를 넘기다
209,6급,고사하다00,동사,1등은 고사하고
210,6급,고소득,명사,고소득을 올리다
211,6급,고수01,명사,입장 고수
212,6급,고스란히,부사,고스란히 전하다
213,6급,고심,명사,고심이 크다
214,6급,고안,명사,방법 고안
215,6급,고약하다,형용사,냄새가 고약하다
216,6급,고요히,부사,고요히 잠들다
217,6급,고용,명사,직원 고용
218,6급,고용00,명사,고용을 창출하다
219,6급,고위,명사,고위 관리
220,6급,고의,명사,고의로 저지르다
221,6급,고인02,명사,고인을 추모하다
222,6급,고조02,명사,분위기 고조
223,6급,고진감래,명사,
224,6급,고찰,명사,철학적 고찰
225,6급,고충,명사,고충을 털어놓다
226,6급,고함,명사,고함 소리
227,6급,곤경,명사,곤경에 처하다
228,6급,곤궁,명사,곤궁에 빠지다
229,6급,곤두세우다,동사,신경을 곤두세우다
230,6급,곤욕,명사,곤욕을 치르다
231,6급,골대,명사,골대에 들어가다
232,6급,골머리,명사,골머리를 앓다
233,6급,골짜기,명사,골짜기가 깊다
234,6급,골칫거리,명사,골칫거리가 생기다
235,6급,곪다,동사,상처가 곪다
236,6급,곰곰이,부사,곰곰이 생각하다
237,6급,곰팡이,명사,곰팡이가 피다
238,6급,공간적01∙ 공간적02,관형사∙ 명사,공간적 제약
239,6급,공개적01∙ 공개적02,관형사∙ 명사,공개적 사과
240,6급,공공연하다,형용사,공공연한 비밀
241,6급,공권력,명사,공권력을 강화하다
242,6급,공략,명사,집중 공략
243,6급,공로,명사,공로를 세우다
244,6급,공립,명사,공립 도서관
245,6급,공모01,명사,공모에 입선하다
246,6급,공방02,명사,공방이 치열하다
247,6급,공백,명사,공백을 채우다
248,6급,공산주의,명사,공산주의 사상
249,6급,공산품,명사,공산품을 제조하다
250,6급,공세,명사,공세에 맞서다
251,6급,공약01,명사,공약을 내걸다
252,6급,공연히,부사,공연히 화를 내다
253,6급,공용어,명사,공용어로 삼다
254,6급,공적03,명사,공적을 쌓다
255,6급,공정02,명사,공정 선거
256,6급,공정성,명사,공정성을 잃다
257,6급,공존,명사,평화 공존
258,6급,공중위생,명사,공중위생 관리
259,6급,공직,명사,공직에 나서다
260,6급,공터,명사,공터에 모이다
261,6급,공포01,명사,헌법 공포
262,6급,공허하다,형용사,마음이 공허하다
263,6급,공헌,명사,사회 공헌
264,6급,과감히,부사,과감히 맞서다
265,6급,과격하다,형용사,행동이 과격하다
266,6급,과녁,명사,과녁을 맞히다
267,6급,과다,명사,과다 출혈
268,6급,과민,명사,과민 반응
269,6급,과부,명사,과부가 되다
270,6급,과시,명사,능력 과시
271,6급,과열,명사,과열 경쟁
272,6급,과잉,명사,과잉 생산
273,6급,과찬,명사,과찬의 말씀
274,6급,관03,명사,관을 짜다
275,6급,관념,명사,고정 관념
276,6급,관련자,명사,관련자를 조사하다
277,6급,관례02,명사,관례를 따르다
278,6급,관료,명사,관료 사회
279,6급,관리01,명사,고급 관리
280,6급,관세,명사,관세를 물다
281,6급,관여,명사,정부의 관여
282,6급,관용적01∙ 관용적02,관형사∙ 명사,관용적 표현
283,6급,관절,명사,무릎 관절
284,6급,관직,명사,관직에 오르다
285,6급,관측,명사,천문 관측
286,6급,관행,명사,관행을 따르다
287,6급,관혼상제,명사,
288,6급,광범위하다,형용사,지역이 광범위하다
289,6급,광복,명사,광복을 맞이하다
290,6급,광부,명사,광부가 되다
291,6급,광업,명사,광업에 종사하다
292,6급,광활하다,형용사,평야가 광활하다
293,6급,교감01,명사,교감을 나누다
294,6급,교란,명사,사회 교란
295,6급,교묘하다,형용사,교묘한 속임수
296,6급,교섭,명사,교섭이 이루어지다
297,6급,교정04,명사,치아 교정
298,6급,교활하다,형용사,성격이 교활하다
299,6급,구06,명사,구의 반지름
300,6급,구걸,명사,구걸을 다니다
301,6급,구기,명사,구기 종목
302,6급,구기다,동사,종이를 구기다
303,6급,구불구불하다00/구불구불하다,동사/형용사,길이 구불구불하다
304,6급,구사일생,명사,
305,6급,구슬,명사,구슬을 꿰다
306,6급,구실01,명사,구실을 못하다
307,6급,구어,명사,구어와 문어
308,6급,구원,명사,구원 요청
309,6급,구인난,명사,구인난을 겪다
310,6급,구절,명사,시 구절
311,6급,구제01,명사,구제 대책
312,6급,구조적01∙ 구조적02,관형사∙ 명사,구조적 모순
313,6급,구체화,명사,구체화 단계
314,6급,구축,명사,통신망 구축
315,6급,구출,명사,구출 작전
316,6급,구태여,부사,구태여 말리지 않다
317,6급,구태의연하다,형용사,태도가 구태의연하다
318,6급,구토,명사,구토를 일으키다
319,6급,구형03,명사,구형과 신형
320,6급,구호01,명사,구호를 외치다
321,6급,구호02,명사,난민 구호
322,6급,국가적01∙ 국가적02,관형사∙ 명사,국가적 손실
323,6급,국경,명사,국경을 초월하다
324,6급,국고,명사,국고를 지원하다
325,6급,국군,명사,국군 장병
326,6급,국내외,명사,국내외 정세
327,6급,국력,명사,국력 신장
328,6급,국무총리,명사,국무총리로 임명되다
329,6급,국민적01∙ 국민적02,관형사∙ 명사,국민적 관심
330,6급,국방,명사,국방의 의무
331,6급,국보,명사,국보로 지정하다
332,6급,국비,명사,국비 유학
333,6급,국왕,명사,국왕이 즉위하다
334,6급,국장01,명사,국장으로 승진하다
335,6급,국정02,명사,국정 운영
336,6급,국제적01∙ 국제적02,관형사∙ 명사,국제적 갈등
337,6급,국한,명사,국한을 시키다
338,6급,군계일학,명사,
339,6급,군밤,명사,군밤을 먹다
340,6급,군중,명사,군중이 모이다
341,6급,굴곡,명사,굴곡이 심하다
342,6급,굴다,동사,귀찮게 굴다
343,6급,굴레,명사,굴레에서 벗어나다
344,6급,굴리다,동사,공을 굴리다
345,6급,굶주리다,동사,굶주린 배
346,6급,굶주림,명사,굶주림에 시달리다
347,6급,궁극적01∙ 궁극적02,관형사∙ 명사,궁극적 목표
348,6급,궁리,명사,궁리가 떠오르다
349,6급,궂다,형용사,날씨가 궂다
350,6급,-권01,접사,상품권
351,6급,-권02,접사,수도권
352,6급,권고,명사,권고를 받다
353,6급,권익,명사,권익을 향상시키다
354,6급,권장,명사,권장 사항
355,6급,권총,명사,권총을 쏘다
356,6급,권태,명사,권태를 느끼다
357,6급,권투,명사,권투 선수
358,6급,권한,명사,권한을 부여하다
359,6급,궤도,명사,궤도에 오르다
360,6급,귀감,명사,귀감으로 삼다
361,6급,귀납적01∙ 귀납적02,관형사∙ 명사,귀납적 사고
362,6급,귀족,명사,왕실 귀족
363,6급,귀천01,명사,귀천이 없다
364,6급,귀향,명사,귀향 인파
365,6급,규범,명사,규범을 어기다
366,6급,규율,명사,규율을 지키다
367,6급,규제,명사,규제를 강화하다
368,6급,균,명사,균에 감염되다
369,6급,그간,명사,그간의 사정
370,6급,그나저나,부사,그나저나 다행이다
371,6급,그르다01/ 그르다02,형용사/ 동사,그른 행동
372,6급,그릇되다,동사,그릇된 가치관
373,6급,그윽하다,형용사,향기가 그윽하다
374,6급,그지없다,형용사,기쁘기가 그지없다
375,6급,극01,명사,극에 달하다
376,6급,극대화,명사,효과의 극대화
377,6급,극도,명사,극도로 긴장하다
378,6급,극성,명사,극성을 피우다
379,6급,극소수,명사,극소수의 인원
380,6급,극적01∙극적02,관형사∙ 명사,극적 갈등
381,6급,근02,관형사,근 열흘
382,6급,근간03,명사,근간을 이루다
383,6급,근력,명사,근력이 약하다
384,6급,근면,명사,근면 성실
385,6급,근시안,명사,근시안과 원시안
386,6급,금상첨화,명사,
387,6급,금시초문,명사,
388,6급,금융업,명사,금융업에 종사하다
389,6급,금의환향,명사,
390,6급,금지옥엽,명사,
391,6급,급급하다,형용사,먹고살기에 급급하다
392,6급,급기야,부사,급기야 쓰러지다
393,6급,급등,명사,주가 급등
394,6급,급락,명사,주가 급락
395,6급,급류,명사,급류에 떠내려가다
396,6급,급변,명사,상황 급변
397,6급,급성,명사,급성 질환
398,6급,급속,명사,급속 충전
399,6급,긍정,명사,긍정의 대답
400,6급,긍지,명사,긍지를 느끼다
401,6급,기고,명사,잡지 기고
402,6급,기관지,명사,기관지 염증
403,6급,기교,명사,기교를 부리다
404,6급,기권,명사,선거 기권
405,6급,기금,명사,기금을 마련하다
406,6급,기기01,명사,컴퓨터 기기
407,6급,기꺼이,부사,기꺼이 희생하다
408,6급,기껏,부사,기껏 도와 줬더니
409,6급,기념회,명사,출판 기념회
410,6급,기능적01∙ 기능적02,관형사∙ 명사,기능적 측면
411,6급,기도01,명사,자살 기도
412,6급,기량,명사,기량을 뽐내다
413,6급,기력,명사,기력이 없다
414,6급,기류,명사,기류를 타다
415,6급,기리다,동사,고인을 기리다
416,6급,기립,명사,기립 박수
417,6급,기만,명사,국민을 기만하다
418,6급,기묘하다,형용사,기묘한 이야기
419,6급,기미02,명사,기미를 보이다
420,6급,기법,명사,첨단 기법
421,6급,기색,명사,기색을 드러내다
422,6급,기술02,명사,객관적인 기술
423,6급,기술적01∙ 기술적02,관형사∙ 명사,기술적 어려움
424,6급,기습,명사,기습 방문
425,6급,기아,명사,기아 체험
426,6급,기약,명사,기약이 없다
427,6급,기어가다,동사,바닥을 기어가다
428,6급,기어들다,동사,동굴로 기어들다
429,6급,기어오르다,동사,나무에 기어오르다
430,6급,기어이,부사,기어이 해 내다
431,6급,기어코,부사,기어코 해 내다
432,6급,기업체,명사,기업체를 운영하다
433,6급,기웃거리다,동사,방 안을 기웃거리다
434,6급,기이하다,형용사,생김새가 기이하다
435,6급,기인하다,동사,부주의에 기인하다
436,6급,기저귀,명사,기저귀를 차다
437,6급,기절,명사,기절 상태
438,6급,기질,명사,낙천적 기질
439,6급,기특하다,형용사,행동이 기특하다
440,6급,기틀,명사,기틀을 잡다
441,6급,기품01,명사,기품이 높다
442,6급,기피,명사,책임 기피
443,6급,기필코,부사,기필코 성공하다
444,6급,기행02,명사,제주도 기행
445,6급,기호품,명사,기호품을 사다
446,6급,긴밀하다,형용사,긴밀한 관계
447,6급,길들이다,동사,강아지를 길들이다
448,6급,길쭉하다,형용사,얼굴이 길쭉하다
449,6급,깃02,명사,깃을 세우다
450,6급,깃들다,동사,영혼이 깃들다
451,6급,깃발,명사,깃발을 흔들다
452,6급,깊숙이,부사,깊숙이 들어가다
453,6급,까마득하다,형용사,앞길이 까마득하다
454,6급,까무러치다,동사,놀라서 까무러치다
455,6급,깡통,명사,깡통을 따다
456,6급,깨소금,명사,깨소금을 볶다
457,6급,깨우치다,동사,원리를 깨우치다
458,6급,꺼리다,동사,공개를 꺼리다
459,6급,꺼림칙하다,형용사,왠지 꺼림칙하다
460,6급,껴입다,동사,옷을 껴입다
461,6급,꼬이다02,동사,일이 꼬이다
462,6급,꼬집다,동사,볼을 꼬집다
463,6급,꼬치꼬치,부사,꼬치꼬치 캐묻다
464,6급,꼴불견,명사,꼴불견인 행동
465,6급,꾀,명사,꾀를 부리다
466,6급,꾀하다,동사,변화를 꾀하다
467,6급,꾹,부사,꾹 누르다
468,6급,꿈틀거리다,동사,지렁이가 꿈틀거리다
469,6급,꿰다,동사,실을 꿰다
470,6급,꿰뚫다,동사,과녁을 꿰뚫다
471,6급,뀌다,동사,방귀를 끼다
472,6급,끈끈하다,형용사,끈끈한 가래침
473,6급,끈질기다,형용사,끈질긴 노력
474,6급,끌려가다,동사,경찰서에 끌려가다
475,6급,끓어오르다,동사,물이 끓어오르다
476,6급,끔찍이,부사,끔찍이 싫어하다
477,6급,끼얹다,동사,물을 끼얹다
478,6급,나그네,명사,떠돌아다니는 나그네
479,6급,나날,명사,나날을 보내다
480,6급,나른하다,형용사,온몸이 나른하다
481,6급,나부끼다,동사,깃발이 나부끼다
482,6급,나약하다,형용사,의지가 나약하다
483,6급,나지막하다,형용사,산이 나지막하다
484,6급,낙타,명사,동물
485,6급,낙태,명사,낙태 수술
486,6급,낙후,명사,낙후 지역
487,6급,난감하다,형용사,상황이 난감하다
488,6급,난관02,명사,난관을 극복하다
489,6급,난데없이,부사,난데없이 나타나다
490,6급,난생,부사,난생 한 번도
491,6급,난청,명사,난청 치료
492,6급,난폭,명사,난폭 운전
493,6급,날뛰다,동사,말이 날뛰다
494,6급,남김없이,부사,남김없이 먹다
495,6급,남녀평등,명사,남녀평등 시대
496,6급,남용,명사,약물 남용
497,6급,납득,명사,납득이 가다
498,6급,낭송,명사,시 낭송
499,6급,낭패,명사,낭패를 보다
500,6급,낱낱이,부사,낱낱이 조사하다
501,6급,내걸다,동사,간판을 내걸다
502,6급,내던지다,동사,밖으로 내던지다
503,6급,내려서다,동사,바닥에 내려서다
504,6급,내륙,명사,내륙 지방
505,6급,내리막길,명사,내리막길을 내려가다
506,6급,내막01,명사,내막이 드러나다
507,6급,내몰다,동사,밖으로 내몰다
508,6급,내몰리다,동사,밖으로 내몰리다
509,6급,내뿜다,동사,물을 내뿜다
510,6급,내실02,명사,내실을 기하다
511,6급,내심,명사,속마음
512,6급,내장00,명사,생선 내장
513,6급,내적01∙내적02,관형사∙ 명사,내적 갈등
514,6급,내젓다,동사,팔을 내젓다
515,6급,내지01,부사,열 명 내지 스무 명
516,6급,내치다,동사,밖으로 내치다
517,6급,내키다,동사,마음이 내키다
518,6급,냇가,명사,냇가에서 놀다
519,6급,냉담하다,형용사,말투가 냉담하다
520,6급,냉전,명사,냉전이 끝나다
521,6급,냉정,명사,냉정을 잃다
522,6급,냉혹하다,형용사,현실이 냉혹하다
523,6급,넋,명사,넋을 잃다
524,6급,널리다,동사,빨래가 널리다
525,6급,넓적하다,형용사,얼굴이 넓적하다
526,6급,넘나들다,동사,국경을 넘나들다
527,6급,넘보다,동사,안을 넘보다
528,6급,노골적01∙ 노골적02,관형사∙ 명사,노골적으로 드러내다
529,6급,노령,명사,노령 연금
530,6급,노른자,명사,계란 노른자
531,6급,노릇,명사,선생 노릇
532,6급,노리다01,동사,우승을 노리다
533,6급,노부부,명사,한 쌍의 노부부
534,6급,노사00,명사,노사 교섭
535,6급,노여움,명사,노여움을 풀다
536,6급,노크,명사,노크 소리
537,6급,노폐물,명사,노폐물이 쌓이다
538,6급,노하다,동사,할아버지가 노하다
539,6급,녹슬다,동사,칼이 녹슬다
540,6급,녹아내리다,동사,얼음이 녹아내리다
541,6급,녹지,명사,녹지가 조성되다
542,6급,녹초,명사,녹초가 되다
543,6급,논란,명사,논란이 되다
544,6급,논설문,명사,논설문을 쓰다
545,6급,논증,명사,가설 논증
546,6급,논평,명사,시사 논평
547,6급,논하다,동사,인생을 논하다
548,6급,농어촌,명사,농어촌 생활
549,6급,높임법,명사,언어
550,6급,뇌물,명사,뇌물을 주다
551,6급,뇌사,명사,뇌사 상태
552,6급,뇌졸중,명사,뇌졸중에 걸리다
553,6급,누비다,동사,옷을 누비다
554,6급,누이,명사,사촌 누이
555,6급,누출,명사,가스 누출
556,6급,눈꺼풀,명사,눈꺼풀이 감기다
557,6급,눈물겹다,형용사,노력이 눈물겹다
558,6급,눈여겨보다,동사,행동을 눈여겨보다
559,6급,눈초리,명사,눈초리가 매섭다
560,6급,눈총,명사,눈총을 주다
561,6급,느닷없이,부사,느닷없이 나타나다
562,6급,느슨하다,형용사,매듭이 느슨하다
563,6급,늘어뜨리다,동사,머리를 늘어뜨리다
564,6급,늠름하다,형용사,자세가 늠름하다
565,6급,능사,명사,능사로 알다
566,6급,능통하다,형용사,외국어에 능통하다
567,6급,능하다,형용사,임기응변에 능하다
568,6급,다국적,명사,다국적 기업
569,6급,다그치다,동사,잘못을 다그치다
570,6급,다량,명사,다량으로 구입하다
571,6급,다분히,부사,다분히 고의적이다
572,6급,다시금,부사,다시금 시작하다
573,6급,다지다01,동사,땅을 다지다
574,6급,다짜고짜,부사,다짜고짜 따지다
575,6급,다채롭다,형용사,행사가 다채롭다
576,6급,단가,명사,단가가 싸다
577,6급,단거리,명사,단거리와 장거리
578,6급,단결,명사,단결을 다지다
579,6급,단계적01∙ 단계적02,관형사∙ 명사,단계적 절차
580,6급,단념,명사,단념이 빠르다
581,6급,단단히,부사,단단히 다지다
582,6급,단돈,명사,단돈 천 원
583,6급,단란하다,형용사,가정이 단란하다
584,6급,단련,명사,심신 단련
585,6급,단번에,부사,단번에 이해하다
586,6급,단서02,명사,단서를 찾다
587,6급,단숨에,부사,단숨에 마시다
588,6급,단시간,명사,단시간에 끝내다
589,6급,단연,부사,단연 으뜸이다
590,6급,단적01∙단적02,관형사∙ 명사,단적인 예
591,6급,단호하다,형용사,태도가 단호하다
592,6급,달구다,동사,프라이팬을 달구다
593,6급,달라붙다,동사,스티커가 달라붙다
594,6급,달아오르다,동사,냄비가 달아오르다
595,6급,담담하다,형용사,마음이 담담하다
596,6급,담보,명사,담보로 잡히다
597,6급,담장,명사,담장을 넘다
598,6급,답례,명사,답례를 받다
599,6급,답사02,명사,현장 답사
600,6급,당03,명사,당을 조직하다
601,6급,당당히,부사,당당히 맞서다
602,6급,당락,명사,당락이 좌우되다
603,6급,당사자,명사,사건 당사자
604,6급,당혹,명사,당혹을 금치 못하다
605,6급,-대00,접사,만 원대
606,6급,대00/대08,명사/의존명사,남자 대 남자
607,6급,대거02/대거01,부사/명사,대거 투입
608,6급,대금02,명사,공사 대금
609,6급,대기만성,명사,
610,6급,대담하다02,형용사,대담한 행동
611,6급,대대손손,명사,
612,6급,대대적01∙ 대대적02,관형사∙ 명사,대대적으로 보도하다
613,6급,대두02,명사,문제의 대두
614,6급,대들다,동사,어른에게 대들다
615,6급,대뜸,부사,대뜸 말하다
616,6급,대목,명사,설날 대목
617,6급,대박00,명사,대박이 나다
618,6급,대변00,명사,의견 대변
619,6급,대북,명사,대북 정책
620,6급,대성통곡,명사,
621,6급,대수롭다,형용사,대수로운 일
622,6급,대안00,명사,대안을 내놓다
623,6급,대양,명사,태평양
624,6급,대외,명사,대외 무역
625,6급,대원,명사,탐험대 대원
626,6급,대장02,명사,대장 내시경
627,6급,대접01,명사,대접에 담다
628,6급,대중성,명사,대중성이 있다
629,6급,대폭01/대폭02,명사/부사,대폭 늘리다
630,6급,대학가,명사,대학가가 번화하다
631,6급,대항,명사,대항 세력
632,6급,댕기다,동사,불을 댕기다
633,6급,더군다나,부사,
634,6급,더더욱,부사,
635,6급,더듬다,동사,손을 더듬다
636,6급,더디다,형용사,시간이 더디다
637,6급,더러00,부사,더러 보이다
638,6급,더미,명사,서류 더미
639,6급,더부룩하다02,형용사,속이 더부룩하다
640,6급,덕목,명사,덕목을 배우다
641,6급,덜렁대다,동사,성격이 덜렁대다
642,6급,덜컥01,부사,겁이 덜컥 나다
643,6급,덤,명사,덤으로 주다
644,6급,덤벼들다,동사,적에게 덤벼들다
645,6급,덤비다,동사,상대방에게 덤비다
646,6급,덥히다,동사,물을 덥히다
647,6급,덩달다,동사,덩달아 웃다
648,6급,덩치,명사,덩치가 크다
649,6급,덮치다00,동사,불행이 덮치다
650,6급,도02,명사,도가 지나치다
651,6급,도덕,명사,도덕을 지키다
652,6급,도덕성,명사,도덕성을 갖추다
653,6급,도덕적01∙ 도덕적02,관형사∙ 명사,도덕적 관념
654,6급,도래01,명사,정보화 시대의 도래
655,6급,도리,명사,도리에 어긋나다
656,6급,도립00,명사,도립 도서관
657,6급,도맡다,동사,역할을 도맡다
658,6급,도모,명사,친목 도모
